method,heuristic,n,m,train_seed,episode,success,cf_success,steps,total_distance,max_distance,jain,obs_collisions,robot_collisions,per_robot_distances,wall_ms_per_step
astar,component,5,25,-1,19,True,True,24,86,19,0.9809018567639257,0,5,"[19, 16, 19, 19, 13]",
astar,bbox,5,25,-1,19,True,False,20,85,20,0.9704499664204164,5,2,"[20, 16, 17, 20, 12]",
astar,minimax,5,25,-1,19,True,True,20,54,20,0.682903981264637,0,13,"[20, 5, 2, 19, 8]",
ppo,,5,25,1,0,1.0,1.0,8.0,27.0,8.0,0.894478527607362,0.0,8.0,"[7.0, 8.0, 3.0, 5.0, 4.0]",0.5705125000003974
ppo,,5,25,1,1,1.0,1.0,14.0,44.0,14.0,0.9132075471698113,0.0,14.0,"[7.0, 9.0, 7.0, 14.0, 7.0]",0.5092999999999189
ppo,,5,25,1,2,1.0,1.0,16.0,42.0,14.0,0.8360189573459715,0.0,2.0,"[8.0, 5.0, 4.0, 11.0, 14.0]",0.49980625000012324
ppo,,5,25,1,3,0.0,0.0,300.0,32.0,15.0,0.5069306930693069,597.0,0.0,"[13.0, 15.0, 3.0, 1.0, 0.0]",0.4574483333333272
ppo,,5,25,1,4,0.0,0.0,300.0,16.0,6.0,0.7111111111111111,594.0,0.0,"[4.0, 4.0, 6.0, 2.0, 0.0]",0.46231333333333663
ppo,,5,25,1,5,0.0,0.0,300.0,63.0,20.0,0.7759530791788857,872.0,280.0,"[3.0, 17.0, 17.0, 20.0, 6.0]",0.4701109999999886
ppo,,5,25,1,6,0.0,0.0,300.0,49.0,15.0,0.8469135802469135,300.0,0.0,"[9.0, 4.0, 15.0, 14.0, 7.0]",0.47506833333332094
ppo,,5,25,1,7,0.0,0.0,300.0,25.0,7.0,0.9259259259259259,882.0,296.0,"[6.0, 7.0, 4.0, 3.0, 5.0]",0.4776820000000015
ppo,,5,25,1,8,0.0,0.0,300.0,35.0,13.0,0.7401812688821753,301.0,0.0,"[3.0, 7.0, 10.0, 13.0, 2.0]",0.47044900000000683
ppo,,5,25,1,9,0.0,0.0,300.0,53.0,19.0,0.8273932253313696,592.0,567.0,"[10.0, 4.0, 9.0, 19.0, 11.0]",0.47786699999998444
ppo,,5,25,1,10,1.0,0.0,13.0,29.0,10.0,0.7475555555555555,3.0,4.0,"[10.0, 2.0, 2.0, 6.0, 9.0]",0.5225307692308198
ppo,,5,25,1,11,0.0,0.0,300.0,25.0,9.0,0.6410256410256411,0.0,293.0,"[1.0, 7.0, 0.0, 9.0, 8.0]",0.46977833333334235
ppo,,5,25,1,12,0.0,0.0,300.0,46.0,20.0,0.6803858520900321,577.0,0.0,"[6.0, 8.0, 11.0, 1.0, 20.0]",0.4715669999999979
ppo,,5,25,1,13,1.0,1.0,20.0,72.0,19.0,0.9290322580645162,0.0,16.0,"[15.0, 19.0, 16.0, 15.0, 7.0]",0.5054400000002346
ppo,,5,25,1,14,0.0,0.0,300.0,32.0,13.0,0.6781456953642384,300.0,287.0,"[9.0, 0.0, 13.0, 6.0, 4.0]",0.46223900000001095
ppo,,5,25,1,15,0.0,0.0,300.0,40.0,18.0,0.6584362139917695,296.0,292.0,"[1.0, 4.0, 8.0, 9.0, 18.0]",0.46882599999998814
ppo,,5,25,1,16,0.0,0.0,300.0,35.0,16.0,0.6171284634760705,584.0,0.0,"[6.0, 2.0, 16.0, 1.0, 10.0]",0.46932300000001703
ppo,,5,25,1,17,0.0,0.0,300.0,41.0,10.0,0.9744927536231884,585.0,0.0,"[8.0, 6.0, 8.0, 10.0, 9.0]",0.46492000000000644
ppo,,5,25,1,18,0.0,0.0,300.0,322.0,300.0,0.22971972969978952,596.0,284.0,"[1.0, 300.0, 3.0, 16.0, 2.0]",0.46573366666666044
ppo,,5,25,1,19,0.0,0.0,300.0,64.0,23.0,0.7223985890652558,13.0,305.0,"[23.0, 7.0, 6.0, 22.0, 6.0]",0.4716553333333451
ppo,,5,25,2,0,0.0,0.0,300.0,325.0,299.0,0.23583589171085684,0.0,147.0,"[8.0, 6.0, 5.0, 299.0, 7.0]",0.4670343333333449
ppo,,5,25,2,1,0.0,0.0,300.0,38.0,19.0,0.4962199312714777,1.0,286.0,"[0.0, 0.0, 14.0, 19.0, 5.0]",0.4818616666666742
ppo,,5,25,2,2,1.0,1.0,11.0,37.0,11.0,0.7224274406332454,0.0,0.0,"[4.0, 11.0, 0.0, 11.0, 11.0]",0.5730545454547744
ppo,,5,25,2,3,0.0,0.0,300.0,618.0,300.0,0.42380904823729154,609.0,0.0,"[300.0, 15.0, 3.0, 300.0, 0.0]",0.4677296666666564
ppo,,5,25,2,4,0.0,0.0,300.0,17.0,7.0,0.7506493506493507,298.0,0.0,"[7.0, 2.0, 2.0, 2.0, 4.0]",0.4628353333333261
ppo,,5,25,2,5,0.0,0.0,300.0,47.0,19.0,0.6506627393225332,297.0,0.0,"[3.0, 2.0, 16.0, 19.0, 7.0]",0.4658636666666638
ppo,,5,25,2,6,0.0,0.0,300.0,34.0,9.0,0.9174603174603174,880.0,0.0,"[9.0, 4.0, 9.0, 7.0, 5.0]",0.4721716666666727
ppo,,5,25,2,7,0.0,0.0,300.0,25.0,9.0,0.7575757575757576,879.0,0.0,"[9.0, 7.0, 1.0, 3.0, 5.0]",0.4679710000000152
ppo,,5,25,2,8,0.0,0.0,300.0,33.0,10.0,0.8817813765182186,293.0,0.0,"[7.0, 3.0, 5.0, 8.0, 10.0]",0.4674536666666758
ppo,,5,25,2,9,0.0,0.0,300.0,57.0,23.0,0.752954808806489,872.0,4.0,"[10.0, 4.0, 7.0, 23.0, 13.0]",0.4659410000000008
ppo,,5,25,2,10,0.0,0.0,300.0,16.0,6.0,0.7757575757575758,591.0,0.0,"[6.0, 3.0, 2.0, 4.0, 1.0]",0.46799733333332466
ppo,,5,25,2,11,0.0,0.0,300.0,32.0,10.0,0.8,0.0,582.0,"[4.0, 10.0, 2.0, 10.0, 6.0]",0.4699273333333309
ppo,,5,25,2,12,0.0,0.0,300.0,57.0,17.0,0.840620957309185,584.0,566.0,"[7.0, 5.0, 11.0, 17.0, 17.0]",0.4752423333333411
ppo,,5,25,2,13,0.0,0.0,300.0,75.0,21.0,0.8851298190401259,292.0,280.0,"[15.0, 21.0, 10.0, 8.0, 21.0]",0.4819013333333307
ppo,,5,25,2,14,1.0,1.0,17.0,52.0,17.0,0.8750809061488674,0.0,5.0,"[10.0, 12.0, 6.0, 7.0, 17.0]",0.5352294117650009
ppo,,5,25,2,15,0.0,0.0,300.0,45.0,23.0,0.5525238744884038,586.0,14.0,"[1.0, 3.0, 5.0, 13.0, 23.0]",0.47048733333331444
ppo,,5,25,2,16,0.0,0.0,300.0,25.0,14.0,0.4716981132075472,584.0,0.0,"[1.0, 2.0, 14.0, 0.0, 8.0]",0.47304466666666656
ppo,,5,25,2,17,0.0,0.0,300.0,35.0,9.0,0.9386973180076629,879.0,291.0,"[5.0, 5.0, 9.0, 9.0, 7.0]",0.47288366666667986
ppo,,5,25,2,18,0.0,0.0,300.0,317.0,299.0,0.22445360226041702,598.0,0.0,"[1.0, 11.0, 3.0, 299.0, 3.0]",0.47454633333333146
ppo,,5,25,2,19,1.0,0.0,20.0,57.0,20.0,0.7359003397508493,5.0,3.0,"[20.0, 4.0, 5.0, 19.0, 9.0]",0.4995300000000924
